mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
handcrafted,latest,random,exclude_walls,2,0.8,94.74,21.15283432545152
handcrafted,latest,random,include_walls,2,0.8,94.74,21.15283432545152
semantic,strongest,avoid_walls,exclude_walls,2,0.9,92.6,10.984170428393762
random,latest,random,exclude_walls,2,0.8,92.32000000000001,21.442238689092143
random,latest,random,exclude_walls,2,0.9,92.32000000000001,21.442238689092143
random,latest,random,exclude_walls,2,0.99,92.32,21.442238689092143
handcrafted,latest,random,exclude_walls,2,0.9,92.12,20.72200762474524
handcrafted,latest,random,exclude_walls,2,0.99,92.12,20.72200762474524
handcrafted,latest,random,include_walls,2,0.9,92.11999999999999,20.72200762474524
handcrafted,latest,random,include_walls,2,0.99,92.11999999999999,20.72200762474524
semantic,strongest,avoid_walls,include_walls,2,0.8,91.62000000000002,6.421962316924632
semantic,strongest,avoid_walls,False,2,0.99,89.66,6.523373360463126
semantic,strongest,avoid_walls,include_walls,2,0.7,86.35999999999999,7.781927781726064
semantic,strongest,avoid_walls,exclude_walls,2,0.99,86.24000000000001,11.18652761137253
semantic,strongest,avoid_walls,False,2,0.7,85.2,9.215638881813891
semantic,strongest,avoid_walls,exclude_walls,2,0.8,83.44000000000001,12.969286796119514
semantic,strongest,avoid_walls,include_walls,2,0.9,82.97999999999999,4.385156781689796
semantic,strongest,avoid_walls,exclude_walls,2,0.7,82.47999999999999,9.72571848245671
semantic,strongest,avoid_walls,False,2,0.8,81.12,7.85045221627391
semantic,strongest,avoid_walls,False,2,0.9,74.96,6.7116614932518734
semantic,strongest,avoid_walls,include_walls,2,0.99,72.85999999999999,6.165257496650081
semantic,strongest,random,include_walls,2,0.8,61.44000000000001,9.835974786466258
semantic,strongest,random,False,2,0.8,61.04,8.21403676641394
semantic,strongest,random,False,2,0.7,59.92,14.645053772519923
semantic,strongest,random,include_walls,2,0.7,58.35999999999999,2.818935969475007
semantic,strongest,random,exclude_walls,2,0.7,53.44,10.061928244625879
semantic,strongest,random,include_walls,2,0.99,48.279999999999994,12.431637060339236
random,strongest,avoid_walls,False,2,0.7,48.260000000000005,6.226266939346562
random,strongest,avoid_walls,False,2,0.8,48.260000000000005,6.226266939346561
random,strongest,avoid_walls,False,2,0.9,48.260000000000005,6.226266939346562
random,strongest,avoid_walls,False,2,0.99,48.260000000000005,6.226266939346561
semantic,strongest,random,include_walls,2,0.9,48.14,9.41500929367571
semantic,strongest,random,exclude_walls,2,0.99,47.54,9.770690866054457
semantic,strongest,random,False,2,0.9,47.440000000000005,11.007742729551778
semantic,strongest,random,exclude_walls,2,0.8,47.36,9.591996663885991
random,strongest,avoid_walls,include_walls,2,0.7,46.04,3.8144986564422845
random,strongest,avoid_walls,include_walls,2,0.8,45.56,3.707613787869496
random,strongest,avoid_walls,include_walls,2,0.9,45.56,3.7076137878694966
random,strongest,avoid_walls,include_walls,2,0.99,45.56,3.707613787869496
semantic,strongest,random,exclude_walls,2,0.9,44.14,12.694187646320659
random,strongest,avoid_walls,exclude_walls,2,0.7,42.64,5.996532331272801
random,strongest,avoid_walls,exclude_walls,2,0.8,42.64,5.996532331272801
random,strongest,avoid_walls,exclude_walls,2,0.9,42.64,5.9965323312728005
random,strongest,avoid_walls,exclude_walls,2,0.99,42.64,5.9965323312728005
semantic,strongest,random,False,2,0.99,40.16,11.861298411219575
handcrafted,strongest,avoid_walls,False,2,0.7,37.019999999999996,5.9131717377394
handcrafted,strongest,avoid_walls,False,2,0.8,36.5,6.057392178157198
handcrafted,strongest,avoid_walls,False,2,0.9,36.32,5.825941983919854
handcrafted,strongest,avoid_walls,False,2,0.99,36.32,5.825941983919854
handcrafted,strongest,avoid_walls,exclude_walls,2,0.7,35.440000000000005,3.324214192858217
handcrafted,strongest,avoid_walls,include_walls,2,0.7,35.44,3.324214192858217
random,strongest,random,exclude_walls,2,0.7,34.4,4.348333013926142
random,strongest,random,False,2,0.7,33.84,5.055927214665971
handcrafted,strongest,avoid_walls,exclude_walls,2,0.8,33.660000000000004,1.6057397049335234
